zoom,epoch,batch_id,theta_x,theta_y,theta_z,loss,phi,gamma,rho
4,0,0,0.45207852,0.14094697,-0.0080361925,4.4375,0.0,0.0,0.0
4,0,1,0.12484913,-0.72573316,0.33270973,5.1875,-0.015704385936260223,-0.0212232768535614,0.03050796128809452
4,0,2,0.31042984,1.4121851,0.0481029,8.0,-0.024853989481925964,0.05560392513871193,0.005051823332905769
4,0,3,-0.14965658,-0.48047307,1.2542186,7.4375,-0.05441153794527054,-0.22012615203857422,0.02597855217754841
4,0,4,0.2468363,-1.107421,1.3642609,8.8125,-0.03980590030550957,-0.04626240208745003,-0.012535852380096912
4,0,5,-0.12720858,0.6502324,1.0548443,7.5,-0.05999337136745453,0.03306063637137413,0.025420812889933586
4,0,6,0.74635303,-1.6708971,2.1360147,7.6875,-0.06445138901472092,-0.1995030790567398,-0.022002646699547768
4,0,7,0.22991851,-0.9532492,1.9105582,2.375,-0.087001733481884,-0.03302530199289322,0.0456668883562088
4,0,8,-0.11710062,-1.8432667,2.0967724,7.0,-0.08181411772966385,-0.07255744189023972,0.01759347692131996
4,0,9,0.20534773,-0.434329,2.0172389,7.1875,-0.06437456607818604,0.07531902939081192,-0.021254712715744972
4,0,10,-0.0905934,-1.9591608,2.4247143,7.0625,-0.09550268203020096,-0.12106030434370041,0.027919532731175423
4,0,11,0.3933792,-0.26933187,2.2113268,8.25,-0.0812736228108406,0.04764402657747269,-0.0179266519844532
4,0,12,-0.85622203,-2.7661932,3.3331854,9.125,-0.0961417630314827,-0.20415230095386505,0.049261972308158875
4,0,13,0.33265778,-1.1431737,3.395933,8.125,-0.0713648647069931,0.011242660693824291,-0.08757774531841278
4,0,14,-0.52244824,-2.3126836,3.9380326,6.1875,-0.13225777447223663,-0.23275555670261383,0.08064163476228714
4,0,15,0.05257627,-2.6999865,4.1037207,5.9375,-0.10511977225542068,-0.11667770147323608,-0.0453750379383564
4,0,16,-0.6053637,-1.4218838,3.826353,6.4375,-0.11433964222669601,-0.022609280422329903,0.03352225571870804
4,0,17,-0.029610502,-2.4299793,4.0582023,6.75,-0.10648246109485626,-0.1520845592021942,-0.026804013177752495
4,0,18,-0.3507333,-1.1710489,3.8209822,6.375,-0.1231895238161087,0.006462720222771168,0.0410710945725441
4,0,19,0.008969032,-2.3985224,4.097349,6.3125,-0.11171595007181168,-0.14795714616775513,-0.009374771267175674
4,0,20,-0.58737594,-0.9975295,3.815292,6.0625,-0.11084971576929092,0.023602530360221863,0.035494815558195114
4,0,21,0.63405365,-3.2053626,4.4393,10.375,-0.09495101124048233,-0.17964938282966614,-0.04033316299319267
4,0,22,-0.6316986,-1.7548597,4.32809,6.375,-0.14594173431396484,0.045712728053331375,0.09420500695705414
4,0,23,0.64570844,-3.2004347,5.0084963,6.8125,-0.10763797909021378,-0.1848500818014145,-0.09960895776748657
4,1,0,-0.14333542,-2.018757,4.836306,6.625,-0.14014612138271332,-0.02681168168783188,0.07558023184537888
4,1,1,0.17258325,-3.0878787,5.0625615,7.5625,-0.11461920291185379,-0.15967363119125366,-0.025481868535280228
4,1,2,-0.16748005,-1.4157603,4.7864923,6.75,-0.12783989310264587,0.02335350587964058,0.02066776342689991
4,1,3,0.43203825,-2.7950518,5.202186,8.5,-0.11034149676561356,-0.21201524138450623,-0.038553524762392044
4,1,4,0.17530449,-2.167984,5.0861907,4.0,-0.13887597620487213,-0.05004322901368141,0.04408290609717369
4,1,5,-0.23943852,-2.7305586,5.1219435,6.0,-0.13028767704963684,-0.10381912440061569,0.022510934621095657
4,1,6,0.36178485,-1.2088071,5.0553994,6.1875,-0.09469519555568695,0.050529465079307556,-0.061155665665864944
4,1,7,-0.49276608,-2.960324,5.6753373,8.375,-0.1398863047361374,-0.22233814001083374,0.05599256977438927
4,1,8,0.29199475,-1.8115473,5.577928,5.875,-0.12044721841812134,-0.03014221042394638,-0.07937240600585938
4,1,9,-0.2153938,-2.4336996,5.7241125,5.875,-0.15143828094005585,-0.17651048302650452,0.034798089414834976
4,1,10,-0.1590508,-2.201243,5.644021,5.3125,-0.13212014734745026,-0.0715131163597107,-0.028272762894630432
4,1,11,-0.040197894,-1.9075578,5.538529,4.3125,-0.12422484904527664,-0.06866569072008133,-0.020539220422506332
4,1,12,-0.051273104,-1.7230891,5.4405494,5.0625,-0.1211780458688736,-0.07196562737226486,-0.002118973759934306
4,1,13,-0.046917167,-1.3640653,5.295771,4.0625,-0.11462461948394775,-0.059928979724645615,0.0019476659363135695
4,1,14,-0.1688966,-1.2386316,5.1886916,5.0625,-0.11230999231338501,-0.07343009859323502,0.0024816449731588364
4,1,15,-0.17863663,-1.011476,5.074539,3.8125,-0.10443378239870071,-0.049928564578294754,-0.007060140836983919
4,1,16,-0.22650805,-0.92491806,5.000232,3.5625,-0.10416028648614883,-0.05785337835550308,0.001561035867780447
4,1,17,-0.17863959,-0.6950476,4.8766603,3.125,-0.10438680648803711,-0.04524300992488861,0.006894101854413748
4,1,18,-0.20875794,-0.5753558,4.771919,4.875,-0.10355740785598755,-0.05210552737116814,0.01338903047144413
4,1,19,-0.34162158,-0.36657313,4.6698256,3.375,-0.10145463794469833,-0.0398140586912632,0.013949031010270119
4,1,20,-0.32386094,-0.45180157,4.6069484,3.375,-0.09721361845731735,-0.04452040046453476,0.005623763892799616
4,1,21,-0.2926072,0.039595287,4.4196906,3.25,-0.09245534986257553,-0.013644264079630375,0.005657983478158712
4,1,22,-0.5196446,-0.1681847,4.3090677,5.4375,-0.09145838767290115,-0.05035165324807167,0.01585179753601551
4,1,23,-0.41365132,0.39841732,4.1593857,4.625,-0.08146125823259354,0.008795902132987976,-0.004122450947761536
4,2,0,-0.5327574,-0.5751567,4.255056,6.625,-0.0878615602850914,-0.05368700623512268,0.014575457200407982
4,2,1,-0.41539356,1.1670464,3.988288,7.9375,-0.08485337346792221,0.09805088490247726,-0.0047842650674283504
4,2,2,-0.37679994,-1.1496397,4.762565,8.125,-0.11549525707960129,-0.17612792551517487,0.019401319324970245
4,2,3,-0.49029934,0.6058413,4.4393926,7.6875,-0.12483198195695877,0.06077198684215546,0.0009705517441034317
4,2,4,0.15018474,-1.2460235,5.090088,7.875,-0.12742742896080017,-0.21794968843460083,-0.02365940995514393
4,2,5,-0.064709626,-0.65154004,4.967191,3.625,-0.1650695949792862,-0.0204318854957819,0.0539640374481678
4,2,6,-0.24961795,-0.9688994,4.9630184,5.1875,-0.151285320520401,-0.0677524209022522,0.035589829087257385
4,2,7,-0.19154802,-0.17994502,4.780246,5.9375,-0.11923367530107498,0.014196254312992096,-0.01611943170428276
4,2,8,-0.22815815,-1.2247502,5.0034614,5.25,-0.12247287482023239,-0.09917948395013809,0.0043029868975281715
4,2,9,-0.40598366,0.51239854,4.705418,7.1875,-0.12727037072181702,0.07156041264533997,-0.0032132663764059544
4,2,10,0.11213767,-0.95969814,5.145753,7.875,-0.1392708718776703,-0.208820179104805,-0.02098754607141018
4,2,11,-0.03567761,-0.7618022,5.029888,4.125,-0.15103138983249664,-0.05904291942715645,0.03377320244908333
4,2,12,-0.31291714,-0.73172706,4.9344454,4.1875,-0.1357826292514801,-0.048287104815244675,0.0086708664894104
4,2,13,-0.19216809,-0.3645881,4.8091803,3.6875,-0.12030673772096634,-0.025112224742770195,-0.01729043386876583
4,2,14,-0.23240745,-0.4974659,4.7512517,4.3125,-0.12024140357971191,-0.05200721323490143,-0.0023313937708735466
