zoom,epoch,batch_id,theta_x,theta_y,theta_z,loss,phi,gamma,rho
4,0,0,0.043188933,-0.04034614,0.013847884,5.3125,0.0,0.0,0.0
4,0,1,0.075178474,-0.033276886,0.016693521,4.625,-0.002446871716529131,0.001771791372448206,0.0036478047259151936
4,0,2,0.10480259,-0.021214735,0.018912982,4.0625,-0.0038852812722325325,0.0010636808583512902,0.005989596247673035
4,0,3,0.12182499,-0.04236293,0.031995565,4.8125,-0.005333901382982731,-0.0006463477038778365,0.007912310771644115
4,0,4,0.14075844,-0.055598184,0.0387976,4.4375,-0.006613035686314106,0.00012022477312711999,0.00906718522310257
4,0,5,0.16387612,-0.05912887,0.038078643,4.875,-0.007975908927619457,0.00034020625753328204,0.010339912958443165
4,0,6,0.17273244,-0.054296415,0.03741062,4.3125,-0.00939846970140934,-0.00024971822858788073,0.012883306480944157
4,0,7,0.18864352,-0.07165793,0.043339215,4.125,-0.010425625368952751,-0.0012666740221902728,0.013730701059103012
4,0,8,0.18550287,-0.076811045,0.04639891,4.8125,-0.01199161447584629,-0.0009476665873080492,0.015607785433530807
4,0,9,0.19235595,-0.061529253,0.04470523,4.0625,-0.012915831990540028,-0.0015701913507655263,0.015750031918287277
4,0,10,0.19783764,-0.05319347,0.04392324,4.0,-0.01399229560047388,-0.0027075631078332663,0.01682370714843273
4,0,11,0.21070838,-0.04321995,0.036690023,4.125,-0.01495710201561451,-0.0033844124991446733,0.01788664422929287
4,0,12,0.2142347,-0.037833072,0.03931981,3.625,-0.016075540333986282,-0.004216535482555628,0.019670136272907257
4,0,13,0.21435387,-0.056942075,0.0433854,3.4375,-0.016908841207623482,-0.004889981355518103,0.0202057845890522
4,0,14,0.22377825,-0.050979875,0.039517943,3.8125,-0.017556000500917435,-0.003938106819987297,0.020657671615481377
4,0,15,0.23281282,-0.059418198,0.042459905,4.6875,-0.018435774371027946,-0.004505643621087074,0.021739685907959938
4,0,16,0.2438972,-0.067625426,0.044819646,3.125,-0.01949777640402317,-0.003999930806457996,0.022670898586511612
4,0,17,0.24696738,-0.07095243,0.05023888,3.75,-0.020231669768691063,-0.0036951801739633083,0.023418158292770386
4,0,18,0.24227294,-0.074632324,0.05043725,3.8125,-0.021061832085251808,-0.00389245618134737,0.023670878261327744
4,0,19,0.23393011,-0.0628817,0.042958066,3.375,-0.021729717031121254,-0.0031762877479195595,0.02402646467089653
4,0,20,0.24054478,-0.05202144,0.043003906,2.5625,-0.022373391315340996,-0.0042470828630030155,0.024470392614603043
4,0,21,0.24374723,-0.062167518,0.046258748,3.4375,-0.022852204740047455,-0.004960442893207073,0.025215424597263336
4,0,22,0.24034505,-0.06718868,0.04615796,3.25,-0.023242522031068802,-0.004863863345235586,0.02588171325623989
4,0,23,0.23224707,-0.08168297,0.047459304,4.125,-0.023761393502354622,-0.0043871039524674416,0.025905020534992218
4,1,0,0.2348563,-0.07690368,0.0465057,2.125,-0.024402860552072525,-0.003857123665511608,0.025977449491620064
4,1,1,0.2313377,-0.08632819,0.056211922,3.625,-0.024872712790966034,-0.004245522897690535,0.026470212265849113
4,1,2,0.22837003,-0.08526274,0.05861427,3.375,-0.025595100596547127,-0.0037919708993285894,0.02670353464782238
4,1,3,0.2360279,-0.083986044,0.061357353,3.4375,-0.026302706450223923,-0.0035983268171548843,0.02654622681438923
4,1,4,0.23772666,-0.08854713,0.063177206,2.8125,-0.026765739545226097,-0.003711818717420101,0.0272563174366951
4,1,5,0.23211432,-0.100584656,0.06528656,4.25,-0.02713191695511341,-0.0033616272266954184,0.027642084285616875
4,1,6,0.23084521,-0.10070416,0.06514099,2.75,-0.027770647779107094,-0.002817092463374138,0.02754022926092148
4,1,7,0.22349116,-0.093168475,0.06107621,3.375,-0.02844715118408203,-0.0032429536804556847,0.0280285757035017
4,1,8,0.20978811,-0.096526176,0.056147896,2.3125,-0.02891216054558754,-0.003305272199213505,0.02800113894045353
4,1,9,0.20517324,-0.096493326,0.052678093,2.8125,-0.029090946540236473,-0.0035154230426996946,0.027898937463760376
4,1,10,0.2005144,-0.0885665,0.047034115,2.75,-0.02944081462919712,-0.0039323302917182446,0.028184082359075546
4,1,11,0.19338939,-0.08352513,0.047614336,2.875,-0.029882218688726425,-0.004341949243098497,0.028380807489156723
4,1,12,0.18466254,-0.098010644,0.055344947,3.0625,-0.030251827090978622,-0.005072914529591799,0.028407717123627663
4,1,13,0.17380257,-0.09425297,0.04843175,3.125,-0.03092958778142929,-0.004280230030417442,0.028801729902625084
4,1,14,0.16946915,-0.09912463,0.04815249,3.4375,-0.03133343160152435,-0.004460065625607967,0.0292727779597044
4,1,15,0.17965488,-0.102938935,0.04657332,3.0,-0.0319659449160099,-0.004661888349801302,0.029304949566721916
4,1,16,0.18268225,-0.08903607,0.037975553,2.8125,-0.03235960751771927,-0.004155716858804226,0.0299982912838459
4,1,17,0.18297343,-0.092172645,0.036043927,2.625,-0.03301120176911354,-0.004614936653524637,0.030579539015889168
4,1,18,0.18101092,-0.1067647,0.04124133,3.25,-0.03353375941514969,-0.00435186130926013,0.030853256583213806
4,1,19,0.18145655,-0.10458131,0.04196774,2.4375,-0.034009382128715515,-0.0032148552127182484,0.03103993646800518
4,1,20,0.18754175,-0.09711659,0.04299079,2.9375,-0.034376777708530426,-0.003468375885859132,0.031097274273633957
4,1,21,0.18368004,-0.09464359,0.041379105,3.125,-0.03489704430103302,-0.003960204776376486,0.03168957307934761
4,1,22,0.17789586,-0.10273356,0.040955354,2.75,-0.03541729971766472,-0.00434309896081686,0.03242955729365349
4,1,23,0.17515504,-0.10663857,0.043057125,3.1875,-0.03569518402218819,-0.004362452309578657,0.032700132578611374
4,2,0,0.17008163,-0.10507931,0.038991414,3.1875,-0.03609864413738251,-0.004294757265597582,0.0329052172601223
4,2,1,0.17017731,-0.10689296,0.038736608,2.125,-0.036442894488573074,-0.003979991655796766,0.033003129065036774
4,2,2,0.16826946,-0.11642732,0.04370098,2.875,-0.0366968959569931,-0.0039061058778315783,0.03354228287935257
4,2,3,0.1680978,-0.119834796,0.043005716,2.5625,-0.03720788657665253,-0.003055397653952241,0.034033697098493576
4,2,4,0.16424964,-0.12451186,0.042880025,2.25,-0.03758654743432999,-0.002915428951382637,0.034394148737192154
4,2,5,0.1546988,-0.118856154,0.035894055,2.5625,-0.037996985018253326,-0.002805316587910056,0.0344369150698185
4,2,6,0.14785194,-0.115871586,0.031430967,3.875,-0.03833438456058502,-0.003361412091180682,0.034748341888189316
4,2,7,0.14352559,-0.11983342,0.030760858,2.8125,-0.03885786607861519,-0.0033371071331202984,0.035194091498851776
4,2,8,0.14101283,-0.12910897,0.032526772,2.625,-0.03904888406395912,-0.0032420067582279444,0.0352073572576046
4,2,9,0.13667354,-0.13785508,0.037630644,2.875,-0.039328545331954956,-0.002976980060338974,0.03549269214272499
4,2,10,0.12923059,-0.1352027,0.03782876,1.9375,-0.039782773703336716,-0.002944593783468008,0.03561368212103844
4,2,11,0.120417915,-0.1327282,0.034706604,3.375,-0.04005250707268715,-0.00360249076038599,0.03571509197354317
4,2,12,0.11056685,-0.11692409,0.028686775,2.375,-0.040317244827747345,-0.004162405617535114,0.03548704460263252
4,2,13,0.10701591,-0.12189954,0.029041415,2.5625,-0.04061209410429001,-0.0048285964876413345,0.035612013190984726
4,2,14,0.1073911,-0.12265612,0.02661371,3.8125,-0.04085139185190201,-0.004400227218866348,0.03572830930352211
4,2,15,0.10468709,-0.12371678,0.029145367,2.8125,-0.04142908751964569,-0.004207063000649214,0.036128271371126175
4,2,16,0.098781124,-0.12679686,0.025843924,2.4375,-0.041688088327646255,-0.004430749919265509,0.03622452914714813
4,2,17,0.09667017,-0.122424394,0.023200486,2.625,-0.041983917355537415,-0.004390542861074209,0.03617003187537193
4,2,18,0.08822771,-0.12760715,0.026051324,2.9375,-0.04222629591822624,-0.004449621308594942,0.03623756021261215
4,2,19,0.09575745,-0.11587955,0.022348933,2.1875,-0.042412929236888885,-0.00444955937564373,0.03611679747700691
4,2,20,0.08944394,-0.11219185,0.02584442,2.8125,-0.04274333268404007,-0.004756253212690353,0.03664211183786392
4,2,21,0.08092543,-0.09877751,0.021063615,2.375,-0.042949896305799484,-0.004614447243511677,0.03642548993229866
4,2,22,0.07730838,-0.0984592,0.022427881,1.625,-0.043301861733198166,-0.005358763504773378,0.03631783649325371
4,2,23,0.07365948,-0.09498234,0.021122301,2.1875,-0.043463509529829025,-0.005702604074031115,0.03645792976021767
4,3,0,0.07493103,-0.10242188,0.022823894,2.625,-0.0437081977725029,-0.0056917727924883366,0.036370936781167984
4,3,1,0.065500505,-0.10191318,0.021054264,2.6875,-0.044162020087242126,-0.005227832589298487,0.03681902214884758
4,3,2,0.06549246,-0.102157466,0.01976212,2.0625,-0.044386230409145355,-0.0053304568864405155,0.03685753047466278
4,3,3,0.055883743,-0.09425719,0.016357915,2.625,-0.04461603984236717,-0.00529408548027277,0.037203554064035416
4,3,4,0.06012757,-0.091022775,0.01651416,2.1875,-0.04480581358075142,-0.005446719005703926,0.03703566640615463
4,3,5,0.058351792,-0.089432456,0.013806601,2.75,-0.04507618397474289,-0.005362516734749079,0.037287741899490356
4,3,6,0.053925395,-0.085641585,0.011019675,2.5625,-0.045264847576618195,-0.0056197186931967735,0.03734774515032768
4,3,7,0.053198386,-0.0887392,0.011174715,2.6875,-0.04550744965672493,-0.005586117971688509,0.03750104457139969
4,3,8,0.041810934,-0.085323185,0.007288235,3.0,-0.04580423980951309,-0.005442784167826176,0.03780287131667137
4,3,9,0.035123017,-0.093256146,0.007848503,3.125,-0.04609430208802223,-0.005370850674808025,0.03784620389342308
4,3,10,0.036843926,-0.09326326,0.0071519436,2.1875,-0.046414151787757874,-0.0048087225295603275,0.038026824593544006
4,3,11,0.040180307,-0.094390124,0.0074769054,2.0625,-0.046821460127830505,-0.004807864781469107,0.03868426755070686
4,3,12,0.041354593,-0.09801788,0.008487838,3.0,-0.04718907177448273,-0.0048177423886954784,0.0391780287027359
4,3,13,0.039664324,-0.102514416,0.0107117295,2.3125,-0.04750388488173485,-0.004402652382850647,0.039559293538331985
4,3,14,0.029017916,-0.11394807,0.012013498,3.1875,-0.04771086946129799,-0.004402652382850647,0.039563413709402084
4,3,15,0.020933473,-0.12252447,0.014824192,2.625,-0.04796934500336647,-0.003995893523097038,0.03947518393397331
4,3,16,0.017351732,-0.1231964,0.011364832,2.8125,-0.04819124564528465,-0.0035557402297854424,0.03938663750886917
4,3,17,0.008373087,-0.11799676,0.009460738,2.5,-0.048465196043252945,-0.0035029591526836157,0.03965194523334503
4,3,18,0.008959985,-0.116991326,0.00860924,2.3125,-0.048670463263988495,-0.003623796394094825,0.03948105499148369
4,3,19,0.010170905,-0.11915243,0.008628661,1.875,-0.048899561166763306,-0.0038749054074287415,0.039458706974983215
4,3,20,0.0063580503,-0.11755034,0.00967584,1.875,-0.04909973964095116,-0.003658234840258956,0.039571844041347504
4,3,21,0.0025987295,-0.11260037,0.0077835047,2.0,-0.04929785802960396,-0.0038832747377455235,0.03950619697570801
4,3,22,0.004548364,-0.112053715,0.003837322,2.375,-0.04946504905819893,-0.003979954402893782,0.03970397636294365
4,3,23,0.0026892675,-0.112512864,0.0036022812,2.4375,-0.049705252051353455,-0.004138491582125425,0.04010264202952385
4,4,0,0.004206405,-0.11387823,0.0023401263,2.625,-0.050006214529275894,-0.004095790907740593,0.0402340292930603
4,4,1,0.0015870022,-0.11334848,0.0029544502,2.3125,-0.050355326384305954,-0.004243321251124144,0.040315017104148865
